Season,Round,URL_IPLStats
IPL2015,1,http://www.iplstats.com/website15-16/Week01/SAB_ESA_01.htm
IPL2015,1,http://www.iplstats.com/website15-16/Week01/SAP_GFT_01.htm
IPL2015,1,http://www.iplstats.com/website15-16/Week01/SEP_ESK_01.htm
IPL2015,1,http://www.iplstats.com/website15-16/Week01/SJM_EST_01.htm
IPL2015,1,http://www.iplstats.com/website15-16/Week01/FOL_RAH_01.htm
IPL2015,1,http://www.iplstats.com/website15-16/Week01/MLV_ZOB_01.htm
IPL2015,1,http://www.iplstats.com/website15-16/Week01/PER_PAD_01.htm
IPL2015,1,http://www.iplstats.com/website15-16/Week01/TST_NFT_01.htm
IPL2015,2,http://www.iplstats.com/website15-16/Week02/ESK_PER_02.htm
IPL2015,2,http://www.iplstats.com/website15-16/Week02/NFT_SAB_02.htm
IPL2015,2,http://www.iplstats.com/website15-16/Week02/PAD_FOL_02.htm
IPL2015,2,http://www.iplstats.com/website15-16/Week02/RAH_SAP_02.htm
IPL2015,2,http://www.iplstats.com/website15-16/Week02/ESA_SJM_02.htm
IPL2015,2,http://www.iplstats.com/website15-16/Week02/EST_MLV_02.htm
IPL2015,2,http://www.iplstats.com/website15-16/Week02/GFT_TST_02.htm
IPL2015,2,http://www.iplstats.com/website15-16/Week02/ZOB_SEP_02.htm
IPL2015,3,http://www.iplstats.com/website15-16/Week03/MLV_ESK_03.htm
IPL2015,3,http://www.iplstats.com/website15-16/Week03/SAB_GFT_03.htm
IPL2015,3,http://www.iplstats.com/website15-16/Week03/SEP_PER_03.htm
IPL2015,3,http://www.iplstats.com/website15-16/Week03/SJM_NFT_03.htm
IPL2015,3,http://www.iplstats.com/website15-16/Week03/EST_ZOB_03.htm
IPL2015,3,http://www.iplstats.com/website15-16/Week03/FOL_ESK_03.htm
IPL2015,3,http://www.iplstats.com/website15-16/Week03/SAP_PAD_03.htm
IPL2015,3,http://www.iplstats.com/website15-16/Week03/TST_RAH_03.htm
IPL2015,4,http://www.iplstats.com/website15-16/Week04/NFT_MLV_04.htm
IPL2015,4,http://www.iplstats.com/website15-16/Week04/ESK_SAP_04.htm
IPL2015,4,http://www.iplstats.com/website15-16/Week04/GFT_SJM_04.htm
IPL2015,4,http://www.iplstats.com/website15-16/Week04/PER_ZOB_04.htm
IPL2015,4,http://www.iplstats.com/website15-16/Week04/SEP_FOL_04.htm
IPL2015,4,http://www.iplstats.com/website15-16/Week04/ESA_EST_04.htm
IPL2015,4,http://www.iplstats.com/website15-16/Week04/PAD_TST_04.htm
IPL2015,4,http://www.iplstats.com/website15-16/Week04/RAH_SAB_04.htm
IPL2015,5,http://www.iplstats.com/website15-16/Week05/FOL_PER_05.htm
IPL2015,5,http://www.iplstats.com/website15-16/Week05/MLV_GFT_05.htm
IPL2015,5,http://www.iplstats.com/website15-16/Week05/SAP_SEP_05.htm
IPL2015,5,http://www.iplstats.com/website15-16/Week05/SAB_PAD_05.htm
IPL2015,5,http://www.iplstats.com/website15-16/Week05/SJM_RAH_05.htm
IPL2015,5,http://www.iplstats.com/website15-16/Week05/TST_ESK_05.htm
IPL2015,5,http://www.iplstats.com/website15-16/Week05/ZOB_ESA_05.htm
IPL2015,5,http://www.iplstats.com/website15-16/Week05/EST_NFT_05.htm
IPL2015,6,http://www.iplstats.com/website15-16/Week06/ESK_SAB_06.htm
IPL2015,6,http://www.iplstats.com/website15-16/Week06/FOL_ZOB_06.htm
IPL2015,6,http://www.iplstats.com/website15-16/Week06/GFT_EST_06.htm
IPL2015,6,http://www.iplstats.com/website15-16/Week06/PAD_SJM_06.htm
IPL2015,6,http://www.iplstats.com/website15-16/Week06/RAH_MLV_06.htm
IPL2015,6,http://www.iplstats.com/website15-16/Week06/SEP_TST_06.htm
IPL2015,6,http://www.iplstats.com/website15-16/Week06/PER_SAP_06.htm
IPL2015,6,http://www.iplstats.com/website15-16/Week06/NFT_ESA_06.htm
IPL2015,7,http://www.iplstats.com/website15-16/Week07/SAB_SEP_07.htm
IPL2015,7,http://www.iplstats.com/website15-16/Week07/SAP_FOL_07.htm
IPL2015,7,http://www.iplstats.com/website15-16/Week07/SJM_ESK_07.htm
IPL2015,7,http://www.iplstats.com/website15-16/Week07/EST_RAH_07.htm
IPL2015,7,http://www.iplstats.com/website15-16/Week07/MLV_PAD_07.htm
IPL2015,7,http://www.iplstats.com/website15-16/Week07/TST_PER_07.htm
IPL2015,7,http://www.iplstats.com/website15-16/Week07/ESA_GFT_07.htm
IPL2015,7,http://www.iplstats.com/website15-16/Week07/ZOB_NFT_07.htm
IPL2015,8,http://www.iplstats.com/website15-16/Week08/ESK_MLV_08.htm
IPL2015,8,http://www.iplstats.com/website15-16/Week08/FOL_TER_08.htm
IPL2015,8,http://www.iplstats.com/website15-16/Week08/GFT_NFT_08.htm
IPL2015,8,http://www.iplstats.com/website15-16/Week08/PAD_EST_08.htm
IPL2015,8,http://www.iplstats.com/website15-16/Week08/PER_SAB_08.htm
IPL2015,8,http://www.iplstats.com/website15-16/Week08/RAH_ESA_08.htm
