Season,Round,URL_IPLStats
IPL2016,1,http://www.iplstats.com/Week01/EST_NFT_01.htm
IPL2016,1,http://www.iplstats.com/Week01/FCM_ZOB_01.htm
IPL2016,1,http://www.iplstats.com/Week01/SAB_SNA_01.htm
IPL2016,1,http://www.iplstats.com/Week01/TST_ESK_01.htm
IPL2016,1,http://www.iplstats.com/Week01/FOL_MST_01.htm
IPL2016,1,http://www.iplstats.com/Week01/GFT_PAY_01.htm
IPL2016,1,http://www.iplstats.com/Week01/SAP_PER_01.htm
IPL2016,1,http://www.iplstats.com/Week01/SEP_PAD_01.htm
IPL2016,2,http://www.iplstats.com/Week02/ESK_EST_02.htm
IPL2016,2,http://www.iplstats.com/Week02/PAD_FCM_02.htm
IPL2016,2,http://www.iplstats.com/Week02/PAY_SAB_02.htm
IPL2016,2,http://www.iplstats.com/Week02/ZOB_SAP_02.htm
IPL2016,2,http://www.iplstats.com/Week02/MST_GFT_02.htm
IPL2016,2,http://www.iplstats.com/Week02/NFT_SEP_02.htm
IPL2016,2,http://www.iplstats.com/Week02/PER_FOL_02.htm
IPL2016,2,http://www.iplstats.com/Week02/SNA_TST_02.htm
IPL2016,3,http://www.iplstats.com/Week03/EST_SNA_03.htm
IPL2016,3,http://www.iplstats.com/Week03/FCM_SAP_03.htm
IPL2016,3,http://www.iplstats.com/Week03/FOL_ZOB_03.htm
IPL2016,3,http://www.iplstats.com/Week03/GFT_PER_03.htm
IPL2016,3,http://www.iplstats.com/Week03/NFT_PAD_03.htm
IPL2016,3,http://www.iplstats.com/Week03/SAB_MST_03.htm
IPL2016,3,http://www.iplstats.com/Week03/SEP_ESK_03.htm
IPL2016,3,http://www.iplstats.com/Week03/TST_PAY_03.htm
IPL2016,4,http://www.iplstats.com/Week04/ESK_NFT_04.htm
IPL2016,4,http://www.iplstats.com/Week04/MST_TST_04.htm
IPL2016,4,http://www.iplstats.com/Week04/PAY_EST_04.htm
IPL2016,4,http://www.iplstats.com/Week04/PER_SAB_04.htm
IPL2016,4,http://www.iplstats.com/Week04/SAP_PAD_04.htm
IPL2016,4,http://www.iplstats.com/Week04/SNA_SEP_04.htm
IPL2016,4,http://www.iplstats.com/Week04/ZOB_GFT_04.htm
IPL2016,4,http://www.iplstats.com/Week04/FCM_FOL_04.htm
IPL2016,5,http://www.iplstats.com/Week05/GFT_FCM_05.htm
IPL2016,5,http://www.iplstats.com/Week05/NFT_SNA_05.htm
IPL2016,5,http://www.iplstats.com/Week05/FOL_SAP_05.htm
IPL2016,5,http://www.iplstats.com/Week05/PAD_ESK_05.htm
IPL2016,5,http://www.iplstats.com/Week05/SAB_ZOB_05.htm
IPL2016,5,http://www.iplstats.com/Week05/SEP_PAY_05.htm
IPL2016,5,http://www.iplstats.com/Week05/TST_PER_05.htm
IPL2016,5,http://www.iplstats.com/Week05/EST_MST_05.htm
IPL2016,6,http://www.iplstats.com/Week06/FCM_SAB_06.htm
IPL2016,6,http://www.iplstats.com/Week06/MST_SEP_06.htm
IPL2016,6,http://www.iplstats.com/Week06/PAY_NFT_06.htm
IPL2016,6,http://www.iplstats.com/Week06/SAP_GFT_06.htm
IPL2016,6,http://www.iplstats.com/Week06/SNA_ESK_06.htm
IPL2016,6,http://www.iplstats.com/Week06/ZOB_TST_06.htm
IPL2016,6,http://www.iplstats.com/Week06/FOL_PAD_06.htm
IPL2016,6,http://www.iplstats.com/Week06/PER_EST_06.htm
IPL2016,7,http://www.iplstats.com/Week07/ESK_PAY_07.htm
IPL2016,7,http://www.iplstats.com/Week07/EST_ZOB_07.htm
IPL2016,7,http://www.iplstats.com/Week07/SAB_SAP_07.htm
IPL2016,7,http://www.iplstats.com/Week07/TST_FCM_07.htm
IPL2016,7,http://www.iplstats.com/Week07/GFT_FOL_07.htm
IPL2016,7,http://www.iplstats.com/Week07/NFT_MST_07.htm
IPL2016,7,http://www.iplstats.com/Week07/PAD_SNA_07.htm
IPL2016,7,http://www.iplstats.com/Week07/SEP_PER_07.htm
IPL2016,8,http://www.iplstats.com/Week08/FOL_SAB_08.htm
IPL2016,8,http://www.iplstats.com/Week08/PAY_SNA_08.htm
IPL2016,8,http://www.iplstats.com/Week08/FCM_EST_08.htm
IPL2016,8,http://www.iplstats.com/Week08/MST_ESK_08.htm
IPL2016,8,http://www.iplstats.com/Week08/PER_NFT_08.htm
IPL2016,8,http://www.iplstats.com/Week08/SAP_TST_08.htm
IPL2016,8,http://www.iplstats.com/Week08/ZOB_SEP_08.htm
IPL2016,8,http://www.iplstats.com/Week08/GFT_PAD_08.htm
IPL2016,9,http://www.iplstats.com/Week09/ESK_PER_09.htm
IPL2016,9,http://www.iplstats.com/Week09/NFT_ZOB_09.htm
IPL2016,9,http://www.iplstats.com/Week09/TST_FOL_09.htm
IPL2016,9,http://www.iplstats.com/Week09/EST_SAP_09.htm
IPL2016,9,http://www.iplstats.com/Week09/PAD_PAY_09.htm
IPL2016,9,http://www.iplstats.com/Week09/SAB_GFT_09.htm
IPL2016,9,http://www.iplstats.com/Week09/SNA_MST_09.htm
IPL2016,9,http://www.iplstats.com/Week09/SEP_FCM_09.htm
IPL2016,10,http://www.iplstats.com/Week10/FOL_EST_10.htm
IPL2016,10,http://www.iplstats.com/Week10/GFT_TST_10.htm
IPL2016,10,http://www.iplstats.com/Week10/MST_PAY_10.htm
IPL2016,10,http://www.iplstats.com/Week10/SAB_PAD_10.htm
IPL2016,10,http://www.iplstats.com/Week10/SAP_SEP_10.htm
IPL2016,10,http://www.iplstats.com/Week10/FCM_NFT_10.htm
IPL2016,10,http://www.iplstats.com/Week10/PER_SNA_10.htm
IPL2016,10,http://www.iplstats.com/Week10/ZOB_ESK_10.htm
IPL2016,11,http://www.iplstats.com/Week11/ESK_FCM_11.htm
IPL2016,11,http://www.iplstats.com/Week11/NFT_SAP_11.htm
IPL2016,11,http://www.iplstats.com/Week11/PAY_PER_11.htm
IPL2016,11,http://www.iplstats.com/Week11/SEP_FOL_11.htm
IPL2016,11,http://www.iplstats.com/Week11/EST_GFT_11.htm
IPL2016,11,http://www.iplstats.com/Week11/PAD_MST_11.htm
IPL2016,11,http://www.iplstats.com/Week11/SNA_ZOB_11.htm
IPL2016,11,http://www.iplstats.com/Week11/TST_SAB_11.htm
IPL2016,12,http://www.iplstats.com/Week12/FOL_NFT_12.htm
IPL2016,12,http://www.iplstats.com/Week12/GFT_SEP_12.htm
IPL2016,12,http://www.iplstats.com/Week12/SAB_EST_12.htm
IPL2016,12,http://www.iplstats.com/Week12/SAP_ESK_12.htm
IPL2016,12,http://www.iplstats.com/Week12/FCM_SNA_12.htm
IPL2016,12,http://www.iplstats.com/Week12/PER_MST_12.htm
IPL2016,12,http://www.iplstats.com/Week12/TST_PAD_12.htm
IPL2016,12,http://www.iplstats.com/Week12/ZOB_PAY_12.htm
IPL2016,13,http://www.iplstats.com/Week13/MST_ZOB_13.htm
IPL2016,13,http://www.iplstats.com/Week13/NFT_GFT_13.htm
IPL2016,13,http://www.iplstats.com/Week13/SNA_SAP_13.htm
IPL2016,13,http://www.iplstats.com/Week13/ESK_FOL_13.htm
IPL2016,13,http://www.iplstats.com/Week13/EST_TST_13.htm
IPL2016,13,http://www.iplstats.com/Week13/PAY_FCM_13.htm
IPL2016,13,http://www.iplstats.com/Week13/SEP_SAB_13.htm
IPL2016,13,http://www.iplstats.com/Week13/PAD_PER_13.htm
IPL2016,14,http://www.iplstats.com/Week14/EST_PAD_14.htm
IPL2016,14,http://www.iplstats.com/Week14/SAB_NFT_14.htm
IPL2016,14,http://www.iplstats.com/Week14/SAP_PAY_14.htm
IPL2016,14,http://www.iplstats.com/Week14/FCM_MST_14.htm
IPL2016,14,http://www.iplstats.com/Week14/FOL_SNA_14.htm
IPL2016,14,http://www.iplstats.com/Week14/GFT_ESK_14.htm
IPL2016,14,http://www.iplstats.com/Week14/TST_SEP_14.htm
IPL2016,14,http://www.iplstats.com/Week14/ZOB_PER_14.htm
IPL2016,15,http://www.iplstats.com/Week15/ESK_SAB_15.htm
IPL2016,15,http://www.iplstats.com/Week15/PAY_FOL_15.htm
IPL2016,15,http://www.iplstats.com/Week15/PER_FCM_15.htm
IPL2016,15,http://www.iplstats.com/Week15/NFT_TER_15.htm
IPL2016,15,http://www.iplstats.com/Week15/SEP_EST_15.htm
IPL2016,15,http://www.iplstats.com/Week15/PAD_ZOB_15.htm
IPL2016,15,http://www.iplstats.com/Week15/SNA_GFT_15.htm
IPL2016,15,http://www.iplstats.com/Week15/MST_SAP_15.htm
IPL2016,16,http://www.iplstats.com/Week16/SNA_SAB_16.htm
IPL2016,16,http://www.iplstats.com/Week16/ESK_TST_16.htm
IPL2016,16,http://www.iplstats.com/Week16/NFT_EST_16.htm
IPL2016,16,http://www.iplstats.com/Week16/PAY_GFT_16.htm
IPL2016,16,http://www.iplstats.com/Week16/MST_FOL_16.htm
IPL2016,16,http://www.iplstats.com/Week16/PAD_SEP_16.htm
IPL2016,16,http://www.iplstats.com/Week16/PER_SAP_16.htm
IPL2016,16,http://www.iplstats.com/Week16/ZOB_FCM_16.htm
IPL2016,17,http://www.iplstats.com/Week17/EST_ESK_17.htm
IPL2016,17,http://www.iplstats.com/Week17/SAB_PAY_17.htm
