Season,Round,ClubHome,Event,EventTime,EventClub,FirstName,LastName,Position
IPL2016,22,Foolad KHU,Game Half1 Start,00:00:00,,,,
IPL2016,22,Foolad KHU,Player in Line-up,00:00:00,Foolad KHU,Abdollah,Karami,Defender
IPL2016,22,Foolad KHU,Player in Line-up,00:00:00,Foolad KHU,Yousef,Vakia,Defender
IPL2016,22,Foolad KHU,Player in Line-up,00:00:00,Foolad KHU,Sasan,Ansari,Forward
IPL2016,22,Foolad KHU,Player in Line-up,00:00:00,Foolad KHU,Vahid,Taleblou,Goalkeeper
IPL2016,22,Foolad KHU,Player in Line-up,00:00:00,Foolad KHU,Ayoub,Vaali,Midfield
IPL2016,22,Foolad KHU,Player in Line-up,00:00:00,Foolad KHU,Bakhtiar,Rahmani,Midfield
IPL2016,22,Foolad KHU,Player in Line-up,00:00:00,Foolad KHU,Esmaeel,Sharifat,Midfield
IPL2016,22,Foolad KHU,Player in Line-up,00:00:00,Foolad KHU,Hamid,Bouhamdan,Midfield
IPL2016,22,Foolad KHU,Player in Line-up,00:00:00,Foolad KHU,Mahmoud,Motlagh Zadeh,Midfield
IPL2016,22,Foolad KHU,Player in Line-up,00:00:00,Foolad KHU,Maysam,Doraghi,Midfield
IPL2016,22,Foolad KHU,Player in Line-up,00:00:00,Foolad KHU,Sina,Maridi,Midfield
IPL2016,22,Foolad KHU,Player in Line-up,00:00:00,Gostaresh TBZ,Mohamad,Nosrati,Defender
IPL2016,22,Foolad KHU,Player in Line-up,00:00:00,Gostaresh TBZ,Morteza,Asadi,Defender
IPL2016,22,Foolad KHU,Player in Line-up,00:00:00,Gostaresh TBZ,Dariush,Shojaeian,Forward
IPL2016,22,Foolad KHU,Player in Line-up,00:00:00,Gostaresh TBZ,Luciano Pereira,Mendes,Forward
IPL2016,22,Foolad KHU,Player in Line-up,00:00:00,Gostaresh TBZ,Masoud,Ebrahimzadeh,Forward
IPL2016,22,Foolad KHU,Player in Line-up,00:00:00,Gostaresh TBZ,Yousef,Seyedi,Forward
IPL2016,22,Foolad KHU,Player in Line-up,00:00:00,Gostaresh TBZ,Fernando Jesus,Riberio,Goalkeeper
IPL2016,22,Foolad KHU,Player in Line-up,00:00:00,Gostaresh TBZ,Alireza,Naghizadeh,Midfield
IPL2016,22,Foolad KHU,Player in Line-up,00:00:00,Gostaresh TBZ,Magno,Batista Da Silva,Midfield
IPL2016,22,Foolad KHU,Player in Line-up,00:00:00,Gostaresh TBZ,Mohamad Reza,Khorsandnia,Midfield
IPL2016,22,Foolad KHU,Player in Line-up,00:00:00,Gostaresh TBZ,Payman,Babaei,Midfield
IPL2016,22,Foolad KHU,Card: Yellow,00:01:00,Foolad KHU,Abdollah,Karami,Defender
IPL2016,22,Foolad KHU,Card: Yellow,00:01:00,Foolad KHU,Bahram,Rashidi Farrokhi,Forward
IPL2016,22,Foolad KHU,Card: Yellow,00:01:00,Gostaresh TBZ,Payman,Babaei,Midfield
IPL2016,22,Foolad KHU,Goal,00:14:00,Gostaresh TBZ,Masoud,Ebrahimzadeh,Forward
IPL2016,22,Foolad KHU,Goal,00:38:00,Foolad KHU,Ayoub,Vaali,Midfield
IPL2016,22,Foolad KHU,Game Half1 Stop,00:46:00,,,,
IPL2016,22,Foolad KHU,Game Half2 Start,00:47:00,,,,
IPL2016,22,Foolad KHU,Player Sub-in,00:57:00,Gostaresh TBZ,Mostafa,Ekrami,Defender
IPL2016,22,Foolad KHU,Player Sub-out,00:57:00,Gostaresh TBZ,Mohamad Reza,Khorsandnia,Midfield
IPL2016,22,Foolad KHU,Player Sub-in,01:04:00,Foolad KHU,Ahmad,Abdollahzadeh,Midfield
IPL2016,22,Foolad KHU,Player Sub-out,01:04:00,Foolad KHU,Mahmoud,Motlagh Zadeh,Midfield
IPL2016,22,Foolad KHU,Goal,01:08:00,Gostaresh TBZ,Dariush,Shojaeian,Forward
IPL2016,22,Foolad KHU,Player Sub-in,01:11:00,Foolad KHU,Bahram,Rashidi Farrokhi,Forward
IPL2016,22,Foolad KHU,Player Sub-out,01:11:00,Foolad KHU,Maysam,Doraghi,Midfield
IPL2016,22,Foolad KHU,Player Sub-in,01:12:00,Gostaresh TBZ,Seyed Mohsen,Hossaini,Defender
IPL2016,22,Foolad KHU,Player Sub-out,01:12:00,Gostaresh TBZ,Payman,Babaei,Midfield
IPL2016,22,Foolad KHU,Goal,01:18:00,Foolad KHU,Sasan,Ansari,Forward
IPL2016,22,Foolad KHU,Player Sub-in,01:27:00,Gostaresh TBZ,Nima,Mokhtari,Forward
IPL2016,22,Foolad KHU,Player Sub-out,01:27:00,Gostaresh TBZ,Dariush,Shojaeian,Forward
IPL2016,22,Foolad KHU,Game Half2 Stop,01:39:00,,,,
IPL2016,22,Foolad KHU,Game End,01:40:00,,,,
