Season,Round,ClubHome,Event,EventTime,EventClub,FirstName,LastName,Position
IPL2015,23,Esteghlal TEH,Game Half1 Start,00:00:00,,,,
IPL2015,23,Esteghlal TEH,Player in Line-up,00:00:00,Esteghlal TEH,Amin,Haj Mohamadi,Defender
IPL2015,23,Esteghlal TEH,Player in Line-up,00:00:00,Esteghlal TEH,Hrayr,Mkoyan,Defender
IPL2015,23,Esteghlal TEH,Player in Line-up,00:00:00,Esteghlal TEH,Maysam,Majidi,Defender
IPL2015,23,Esteghlal TEH,Player in Line-up,00:00:00,Esteghlal TEH,Milad,Fakhredini,Defender
IPL2015,23,Esteghlal TEH,Player in Line-up,00:00:00,Esteghlal TEH,Roosbeh,Cheshmi,Defender
IPL2015,23,Esteghlal TEH,Player in Line-up,00:00:00,Esteghlal TEH,Sajjad,Shahbaz Zadeh,Forward
IPL2015,23,Esteghlal TEH,Player in Line-up,00:00:00,Esteghlal TEH,Seyed Mahdi,Rahmati,Goalkeeper
IPL2015,23,Esteghlal TEH,Player in Line-up,00:00:00,Esteghlal TEH,Adil,Chihi,Midfield
IPL2015,23,Esteghlal TEH,Player in Line-up,00:00:00,Esteghlal TEH,Ali,Karimi,Midfield
IPL2015,23,Esteghlal TEH,Player in Line-up,00:00:00,Esteghlal TEH,Jaber,Ansari,Midfield
IPL2015,23,Esteghlal TEH,Player in Line-up,00:00:00,Esteghlal TEH,Omid,Ebrahimi,Midfield
IPL2015,23,Esteghlal TEH,Player in Line-up,00:00:00,Padideh MSH,Karim,Ahmadi,Defender
IPL2015,23,Esteghlal TEH,Player in Line-up,00:00:00,Padideh MSH,Mahmoud,Khamisi,Defender
IPL2015,23,Esteghlal TEH,Player in Line-up,00:00:00,Padideh MSH,Masoud,Nazarzadeh,Defender
IPL2015,23,Esteghlal TEH,Player in Line-up,00:00:00,Padideh MSH,Mohamad Hossain,Moradmand,Defender
IPL2015,23,Esteghlal TEH,Player in Line-up,00:00:00,Padideh MSH,Younes,Shakeri,Forward
IPL2015,23,Esteghlal TEH,Player in Line-up,00:00:00,Padideh MSH,Mojtaba,Roshangar,Goalkeeper
IPL2015,23,Esteghlal TEH,Player in Line-up,00:00:00,Padideh MSH,Hossain,Badamaki,Midfield
IPL2015,23,Esteghlal TEH,Player in Line-up,00:00:00,Padideh MSH,Maysam,Naghizadeh,Midfield
IPL2015,23,Esteghlal TEH,Player in Line-up,00:00:00,Padideh MSH,Mehdi,Khayri,Midfield
IPL2015,23,Esteghlal TEH,Player in Line-up,00:00:00,Padideh MSH,Mohamad Ali,Faramarzi,Midfield
IPL2015,23,Esteghlal TEH,Player in Line-up,00:00:00,Padideh MSH,Mohsen,Yousefi,Midfield
IPL2015,23,Esteghlal TEH,Card: Yellow,00:01:00,Esteghlal TEH,Behnam,Barzaei,Forward
IPL2015,23,Esteghlal TEH,Card: Yellow,00:01:00,Esteghlal TEH,Sajjad,Shahbaz Zadeh,Forward
IPL2015,23,Esteghlal TEH,Card: Yellow,00:01:00,Esteghlal TEH,Seyed Mahdi,Rahmati,Goalkeeper
IPL2015,23,Esteghlal TEH,Card: Yellow,00:01:00,Esteghlal TEH,Adil,Chihi,Midfield
IPL2015,23,Esteghlal TEH,Card: Yellow,00:01:00,Padideh MSH,Mahmoud,Khamisi,Defender
IPL2015,23,Esteghlal TEH,Card: Yellow,00:01:00,Padideh MSH,Bahman,Salari,Midfield
IPL2015,23,Esteghlal TEH,Card: Yellow,00:01:00,Padideh MSH,Hossain,Badamaki,Midfield
IPL2015,23,Esteghlal TEH,Card: Yellow,00:01:00,Padideh MSH,Mohsen,Bayat,Midfield
IPL2015,23,Esteghlal TEH,Player Sub-in,00:43:00,Esteghlal TEH,Mohamad Reza,Khorsandnia,Midfield
IPL2015,23,Esteghlal TEH,Player Sub-out,00:43:00,Esteghlal TEH,Roosbeh,Cheshmi,Defender
IPL2015,23,Esteghlal TEH,Game Half1 Stop,00:46:00,,,,
IPL2015,23,Esteghlal TEH,Game Half2 Start,00:47:00,,,,
IPL2015,23,Esteghlal TEH,Player Sub-in,00:54:00,Esteghlal TEH,Behnam,Barzaei,Forward
IPL2015,23,Esteghlal TEH,Player Sub-out,00:54:00,Esteghlal TEH,Jaber,Ansari,Midfield
IPL2015,23,Esteghlal TEH,Player Sub-in,01:13:00,Padideh MSH,Mohsen,Bayat,Midfield
IPL2015,23,Esteghlal TEH,Player Sub-out,01:13:00,Padideh MSH,Mohsen,Yousefi,Midfield
IPL2015,23,Esteghlal TEH,Player Sub-in,01:14:00,Esteghlal TEH,Arash,Borhani,Forward
IPL2015,23,Esteghlal TEH,Player Sub-out,01:14:00,Esteghlal TEH,Ali,Karimi,Midfield
IPL2015,23,Esteghlal TEH,Player Sub-in,01:26:00,Padideh MSH,Fariborz,Gerami,Midfield
IPL2015,23,Esteghlal TEH,Player Sub-out,01:26:00,Padideh MSH,Hossain,Badamaki,Midfield
IPL2015,23,Esteghlal TEH,Player Sub-in,01:29:00,Padideh MSH,Bahman,Salari,Midfield
IPL2015,23,Esteghlal TEH,Player Sub-out,01:29:00,Padideh MSH,Mehdi,Khayri,Midfield
IPL2015,23,Esteghlal TEH,Game Half2 Stop,01:39:00,,,,
IPL2015,23,Esteghlal TEH,Game End,01:40:00,,,,
