Season,Round,ClubHome,Event,EventTime,EventClub,FirstName,LastName,Position
IPL2015,17,SiahJamegan MSH,Game Half1 Start,00:00:00,,,,
IPL2015,17,SiahJamegan MSH,Player in Line-up,00:00:00,Esteghlal AHV,Ali,Helichi,Forward
IPL2015,17,SiahJamegan MSH,Player in Line-up,00:00:00,Esteghlal AHV,Reza,Bahmaei,Forward
IPL2015,17,SiahJamegan MSH,Player in Line-up,00:00:00,Esteghlal AHV,Luiz,Fernando,Goalkeeper
IPL2015,17,SiahJamegan MSH,Player in Line-up,00:00:00,Esteghlal AHV,Mehdi,Eslami,Goalkeeper
IPL2015,17,SiahJamegan MSH,Player in Line-up,00:00:00,Esteghlal AHV,Adel,Kolahkaj,Midfield
IPL2015,17,SiahJamegan MSH,Player in Line-up,00:00:00,Esteghlal AHV,Hamzeh,Khaziravi,Midfield
IPL2015,17,SiahJamegan MSH,Player in Line-up,00:00:00,Esteghlal AHV,Hossain,Bahrami,Midfield
IPL2015,17,SiahJamegan MSH,Player in Line-up,00:00:00,Esteghlal AHV,Milad,Paak Parvar,Midfield
IPL2015,17,SiahJamegan MSH,Player in Line-up,00:00:00,Esteghlal AHV,Mobin,Doraghi,Midfield
IPL2015,17,SiahJamegan MSH,Player in Line-up,00:00:00,Esteghlal AHV,Mohamad Esmaeel,Nazari,Midfield
IPL2015,17,SiahJamegan MSH,Player in Line-up,00:00:00,Esteghlal AHV,Shahin,Majidi,Midfield
IPL2015,17,SiahJamegan MSH,Player in Line-up,00:00:00,SiahJamegan MSH,Korede,Aiyegbusi,Defender
IPL2015,17,SiahJamegan MSH,Player in Line-up,00:00:00,SiahJamegan MSH,Kyle,Konwea,Defender
IPL2015,17,SiahJamegan MSH,Player in Line-up,00:00:00,SiahJamegan MSH,Maysam,Hossaini,Defender
IPL2015,17,SiahJamegan MSH,Player in Line-up,00:00:00,SiahJamegan MSH,Mostafa,Ahmadi,Defender
IPL2015,17,SiahJamegan MSH,Player in Line-up,00:00:00,SiahJamegan MSH,Alagie,Sosseh,Forward
IPL2015,17,SiahJamegan MSH,Player in Line-up,00:00:00,SiahJamegan MSH,Amir Hossain,Karimi,Forward
IPL2015,17,SiahJamegan MSH,Player in Line-up,00:00:00,SiahJamegan MSH,Iman,Mousavi,Forward
IPL2015,17,SiahJamegan MSH,Player in Line-up,00:00:00,SiahJamegan MSH,Mohamad Hassan,Ein Afshar,Goalkeeper
IPL2015,17,SiahJamegan MSH,Player in Line-up,00:00:00,SiahJamegan MSH,Alireza,Naghizadeh,Midfield
IPL2015,17,SiahJamegan MSH,Player in Line-up,00:00:00,SiahJamegan MSH,Mehdi,Jafarpour,Midfield
IPL2015,17,SiahJamegan MSH,Player in Line-up,00:00:00,SiahJamegan MSH,Reza,Sharbati,Midfield
IPL2015,17,SiahJamegan MSH,Card: Red,00:01:00,Esteghlal AHV,Adel,Kolahkaj,Midfield
IPL2015,17,SiahJamegan MSH,Card: Red,00:01:00,Esteghlal AHV,Mohamad Esmaeel,Nazari,Midfield
IPL2015,17,SiahJamegan MSH,Card: Yellow,00:01:00,Esteghlal AHV,Mehdi,Eslami,Goalkeeper
IPL2015,17,SiahJamegan MSH,Card: Yellow,00:01:00,SiahJamegan MSH,Kyle,Konwea,Defender
IPL2015,17,SiahJamegan MSH,Card: Yellow,00:01:00,SiahJamegan MSH,Mostafa,Ahmadi,Defender
IPL2015,17,SiahJamegan MSH,Game Half1 Stop,00:46:00,,,,
IPL2015,17,SiahJamegan MSH,Game Half2 Start,00:47:00,,,,
IPL2015,17,SiahJamegan MSH,Player Sub-in,00:51:00,SiahJamegan MSH,Salar,Afrasiabi,Midfield
IPL2015,17,SiahJamegan MSH,Player Sub-out,00:51:00,SiahJamegan MSH,Korede,Aiyegbusi,Defender
IPL2015,17,SiahJamegan MSH,Goal,00:58:00,SiahJamegan MSH,Alagie,Sosseh,Forward
IPL2015,17,SiahJamegan MSH,Player Sub-in,00:58:00,Esteghlal AHV,Ali,Bigdeli,Forward
IPL2015,17,SiahJamegan MSH,Player Sub-out,00:58:00,Esteghlal AHV,Reza,Bahmaei,Forward
IPL2015,17,SiahJamegan MSH,Player Sub-in,00:59:00,SiahJamegan MSH,Hossain,Zamehran,Forward
IPL2015,17,SiahJamegan MSH,Player Sub-out,00:59:00,SiahJamegan MSH,Alireza,Naghizadeh,Midfield
IPL2015,17,SiahJamegan MSH,Player Sub-in,01:05:00,Esteghlal AHV,Maki,Sharifi,Defender
IPL2015,17,SiahJamegan MSH,Player Sub-out,01:05:00,Esteghlal AHV,Milad,Paak Parvar,Midfield
IPL2015,17,SiahJamegan MSH,Goal,01:06:00,SiahJamegan MSH,Hossain,Zamehran,Forward
IPL2015,17,SiahJamegan MSH,Player Sub-in,01:12:00,SiahJamegan MSH,Saeed,Vassei,Midfield
IPL2015,17,SiahJamegan MSH,Player Sub-out,01:12:00,SiahJamegan MSH,Amir Hossain,Karimi,Forward
IPL2015,17,SiahJamegan MSH,Player Sub-in,01:23:00,Esteghlal AHV,Reza,Ayyar,Midfield
IPL2015,17,SiahJamegan MSH,Player Sub-out,01:23:00,Esteghlal AHV,Mobin,Doraghi,Midfield
IPL2015,17,SiahJamegan MSH,Goal,01:29:00,Esteghlal AHV,Hamzeh,Khaziravi,Midfield
IPL2015,17,SiahJamegan MSH,Game Half2 Stop,01:39:00,,,,
IPL2015,17,SiahJamegan MSH,Game End,01:40:00,,,,
