Season,Round,ClubHome,Event,EventTime,EventClub,FirstName,LastName,Position
IPL2015,09,Malavan ANZ,Game Half1 Start,00:00:00,,,,
IPL2015,09,Malavan ANZ,Player in Line-up,00:00:00,Malavan ANZ,Ahmad,Ahi,Defender
IPL2015,09,Malavan ANZ,Player in Line-up,00:00:00,Malavan ANZ,Aziz,Maeboudi,Defender
IPL2015,09,Malavan ANZ,Player in Line-up,00:00:00,Malavan ANZ,Hossain,Kanaani,Defender
IPL2015,09,Malavan ANZ,Player in Line-up,00:00:00,Malavan ANZ,Hossain,Mahini,Defender
IPL2015,09,Malavan ANZ,Player in Line-up,00:00:00,Malavan ANZ,Babak,Hatami,Forward
IPL2015,09,Malavan ANZ,Player in Line-up,00:00:00,Malavan ANZ,Reza,Darvishi,Forward
IPL2015,09,Malavan ANZ,Player in Line-up,00:00:00,Malavan ANZ,Serghei,Pascenco,Goalkeeper
IPL2015,09,Malavan ANZ,Player in Line-up,00:00:00,Malavan ANZ,Pejman,Noori,Midfield
IPL2015,09,Malavan ANZ,Player in Line-up,00:00:00,Malavan ANZ,Sadegh,Moharrami,Midfield
IPL2015,09,Malavan ANZ,Player in Line-up,00:00:00,Malavan ANZ,Saeed,Yousefzadeh,Midfield
IPL2015,09,Malavan ANZ,Player in Line-up,00:00:00,Malavan ANZ,Shahab,Karami,Midfield
IPL2015,09,Malavan ANZ,Player in Line-up,00:00:00,Sepahan ESF,Habib,Gordani,Defender
IPL2015,09,Malavan ANZ,Player in Line-up,00:00:00,Sepahan ESF,Hadi,Aghili,Defender
IPL2015,09,Malavan ANZ,Player in Line-up,00:00:00,Sepahan ESF,Mohamad,Roshandel,Defender
IPL2015,09,Malavan ANZ,Player in Line-up,00:00:00,Sepahan ESF,Hossain,Fazeli,Forward
IPL2015,09,Malavan ANZ,Player in Line-up,00:00:00,Sepahan ESF,Mahdi,Sharifi,Forward
IPL2015,09,Malavan ANZ,Player in Line-up,00:00:00,Sepahan ESF,Shahabeddin,Gordan,Goalkeeper
IPL2015,09,Malavan ANZ,Player in Line-up,00:00:00,Sepahan ESF,Ali,Karimi,Midfield
IPL2015,09,Malavan ANZ,Player in Line-up,00:00:00,Sepahan ESF,Fozil,Musayev,Midfield
IPL2015,09,Malavan ANZ,Player in Line-up,00:00:00,Sepahan ESF,Milad,Sarlak,Midfield
IPL2015,09,Malavan ANZ,Player in Line-up,00:00:00,Sepahan ESF,Mohamad Reza,Khalatbari,Midfield
IPL2015,09,Malavan ANZ,Player in Line-up,00:00:00,Sepahan ESF,Moharam,Navidkia,Midfield
IPL2015,09,Malavan ANZ,Card: Yellow,00:01:00,Malavan ANZ,Saeed,Yousefzadeh,Midfield
IPL2015,09,Malavan ANZ,Card: Yellow,00:01:00,Sepahan ESF,Habib,Gordani,Defender
IPL2015,09,Malavan ANZ,Card: Yellow,00:01:00,Sepahan ESF,Ali,Karimi,Midfield
IPL2015,09,Malavan ANZ,Game Half1 Stop,00:46:00,,,,
IPL2015,09,Malavan ANZ,Game Half2 Start,00:47:00,,,,
IPL2015,09,Malavan ANZ,Player Sub-in,01:12:00,Malavan ANZ,Pooya,Nozhati,Midfield
IPL2015,09,Malavan ANZ,Player Sub-out,01:12:00,Malavan ANZ,Reza,Darvishi,Forward
IPL2015,09,Malavan ANZ,Player Sub-in,01:19:00,Sepahan ESF,Moharam,Navidkia,Midfield
IPL2015,09,Malavan ANZ,Player Sub-out,01:19:00,Sepahan ESF,Mahdi,Sharifi,Forward
IPL2015,09,Malavan ANZ,Player Sub-in,01:27:00,Sepahan ESF,Hossain,Papi,Midfield
IPL2015,09,Malavan ANZ,Player Sub-out,01:27:00,Sepahan ESF,Hossain,Fazeli,Forward
IPL2015,09,Malavan ANZ,Game Half2 Stop,01:39:00,,,,
IPL2015,09,Malavan ANZ,Game End,01:40:00,,,,
